sex,length,diameter,weight,age
M,86,66,68,15.5
F,91,73,77,14.5
I,99,76,103,14.5
F,96,76,118,13.5
I,94,80,102,15.5
M,83,64,60.1,12.5
I,98,77,136.6,14.5
I,94,75,93.6,11.5
I,89,69,81.5,12.5
F,102,76,116.8,14.5
F,104,81,165.8,16.5
I,95,73,90.9,9.5
F,91,72,87.7,11.5
I,87,68,81.4,11.5
I,78,60,61.7,7.5
I,75,57,47.8,9.5
M,57,43,21.2,6.5
I,116,89,235.6,21.5
F,116,88,214.6,20.5
M,82,63,61.2,10.5
M,82,60,60.2,10.5
I,108,81,151.7,11.5
M,66,49,34.2,12.5
I,88,62,72.5,12.5
M,56,42,18.1,6.5
I,118,93,217.7,18.5
I,122,96,219.4,14.5
I,122,92,255.6,18.5
M,91,69,88,13.5
M,66,47,32.6,11.5
I,88,66,104.4,17.5
M,108,81,194.3,20.5
F,95,75,117.6,11.5
F,92,66,106.5,11.5
I,62,47,25.4,7.5
I,51,38,16.3,6.5
M,67,51,32.7,9.5
I,59,42,20,9.5
I,38,26,5.3,6.5
M,109,87,199.1,20.5
M,99,80,132.1,16.5
M,100,75,144.2,15.5
F,61,45,29.7,8.5
F,95,70,97.4,14.5
M,103,80,191,14.5
M,109,82,174.6,19.5
M,148,107,330,14.5
M,113,93,225.7,17.5
M,112,88,222.3,11.5
M,109,84,194.9,14.5
M,129,103,292.1,20.5
M,115,87,202.1,11.5
M,124,96,215.3,14.5
F,121,90,244.5,14.5
M,121,95,323.2,19.5
F,95,75,111.8,13.5
M,73,57,44.1,10.5
F,92,70,88,9.5
M,106,86,175.8,11.5
M,96,79,136.3,19.5
M,91,69,115.9,14.5
I,70,53,41.8,10.5
M,74,56,44.8,9.5
I,68,50,35.3,8.5
I,70,56,39.2,9.5
I,70,53,38.4,7.5
I,78,63,61.9,8.5
I,79,62,62.6,8.5
I,83,62,71.9,7.5
I,86,64,77.1,8.5
I,96,71,115.7,9.5
M,98,79,134.8,10.5
F,98,74,105.3,8.5
F,112,93,206.3,10.5
M,112,90,180,8.5
M,116,92,203.3,10.5
F,116,96,249.9,9.5
M,118,94,233.7,9.5
F,119,95,229.6,11.5
M,120,95,217.8,12.5
M,122,94,206.5,10.5
F,126,95,234.4,12.5
M,128,102,274.3,11.5
F,130,109,301.1,11.5
M,142,110,380.9,14.5
M,148,121,498.5,14.5
I,50,36,16.1,5.5
I,56,42,22.2,7.5
I,65,48,30.4,7.5
I,70,53,39.8,6.5
I,72,54,43.8,7.5
I,73,54,43.1,7.5
I,74,56,51.3,7.5
I,75,57,51.4,8.5
I,76,55,50.1,7.5
I,79,60,55.8,9.5
I,86,67,75.6,7.5
I,88,70,91.2,9.5
I,93,74,101.1,8.5
F,93,71,94.1,8.5
M,96,74,128.6,9.5
I,97,74,102.6,8.5
F,98,80,113.8,10.5
I,99,80,115.6,9.5
I,100,77,119.2,9.5
F,101,78,114.5,9.5
M,104,78,128.7,8.5
M,104,79,162.3,8.5
F,105,88,142.3,8.5
M,110,88,183.1,9.5
F,111,88,176.3,9.5
F,111,84,186.2,9.5
F,115,92,213,9.5
M,120,95,227.7,10.5
F,122,96,246.8,13.5
F,122,99,252.7,11.5
F,122,94,214.9,9.5
M,123,101,280.6,9.5
M,124,97,226.5,10.5
F,125,99,222.3,12.5
F,125,94,251,11.5
M,125,97,287.4,12.5
M,127,99,272.7,11.5
F,128,96,228.7,10.5
M,128,100,290.9,10.5
M,132,105,295.6,11.5
F,133,104,337.7,12.5
F,143,117,414.5,11.5
M,144,113,357.4,12.5
F,145,116,304.6,10.5
I,33,24,4.2,4.5
I,42,30,9.1,5.5
I,71,53,48.7,7.5
I,80,63,53.5,7.5
I,80,58,51.6,8.5
I,80,60,59.7,7.5
I,87,67,82.2,8.5
I,88,66,76,8.5
I,90,68,87.7,9.5
I,93,69,80.3,7.5
I,94,71,89.7,8.5
I,94,71,83.1,8.5
I,95,84,141.9,9.5
I,97,74,127.4,8.5
F,101,95,223.1,9.5
I,102,81,119.8,9.5
I,104,76,106.9,9.5
F,106,84,125.4,9.5
M,107,84,149.3,11.5
M,110,88,197,9.5
M,111,88,170,9.5
M,111,88,167.6,9.5
F,111,86,162.4,10.5
M,112,83,152.3,9.5
M,115,88,174,9.5
F,117,90,196.7,10.5
M,118,92,185.8,11.5
F,119,94,203.1,10.5
M,120,82,187.8,9.5
M,120,95,232.8,13.5
M,122,94,242.8,11.5
F,123,98,226.9,12.5
F,124,102,246.6,11.5
M,125,99,216.3,11.5
M,125,94,235.8,10.5
F,128,100,232.7,12.5
F,128,95,230.9,10.5
F,129,104,266.9,11.5
M,130,101,293.8,10.5
M,131,104,298.4,12.5
F,131,108,311.7,12.5
F,132,100,265.5,10.5
M,134,105,332.3,11.5
F,138,105,298.4,13.5
F,140,115,347.3,12.5
F,140,112,332.1,12.5
M,142,114,269.6,12.5
M,143,109,348.1,11.5
F,144,109,343.7,12.5
I,43,30,8.2,4.5
I,48,37,13.1,5.5
I,52,41,19.4,5.5
I,64,48,26.2,7.5
I,66,46,33.9,7.5
I,67,52,38.4,7.5
I,70,52,35.3,8.5
I,70,53,34.7,7.5
I,72,53,35.7,7.5
I,72,53,41.1,8.5
I,73,55,46.9,8.5
I,76,57,46.1,8.5
I,80,62,62.8,7.5
I,80,63,66,7.5
I,80,53,55.5,10.5
I,85,65,81,9.5
I,86,65,61.8,7.5
M,87,67,87.7,8.5
I,87,68,79.2,9.5
I,89,71,72.3,9.5
I,90,70,102.8,9.5
I,91,87,85.3,9.5
I,92,68,76.8,9.5
I,95,71,97.3,10.5
I,95,72,87.1,9.5
I,95,70,99.6,8.5
I,96,71,98.8,10.5
F,99,74,118.8,8.5
I,100,73,105.6,10.5
M,101,78,111.7,9.5
I,103,80,127.2,10.5
I,105,78,113.4,9.5
I,106,81,132.3,10.5
I,106,84,131.6,9.5
M,107,83,156,9.5
I,107,82,121.5,10.5
I,108,82,140.5,9.5
I,110,85,174.5,11.5
F,113,90,247.3,11.5
M,114,94,237.2,11.5
I,114,84,154.9,10.5
F,114,84,177.5,9.5
I,115,91,174.5,9.5
I,115,88,170.3,10.5
F,115,95,179,10.5
M,115,90,177.2,10.5
I,116,92,185.3,11.5
I,116,92,165.9,11.5
I,116,94,181.4,12.5
M,116,94,208.2,10.5
F,117,93,187.1,10.5
F,117,92,211.6,10.5
F,119,93,159.1,11.5
F,120,94,216.1,10.5
M,120,94,185.6,9.5
F,120,95,211.8,12.5
M,120,95,231.4,12.5
F,120,95,217.6,11.5
F,120,97,155.2,10.5
F,124,96,208.6,11.5
M,125,96,228.3,10.5
F,125,95,266.7,11.5
F,125,100,254.6,10.5
M,125,98,236.7,12.5
M,125,97,242.7,10.5
I,126,93,206.3,12.5
M,127,99,273.9,11.5
M,130,103,274.9,13.5
M,130,103,292.6,12.5
F,130,104,325.5,12.5
F,130,95,277.5,10.5
M,131,105,292,12.5
F,131,106,256.7,9.5
F,132,100,275.3,13.5
M,132,103,329.3,12.5
M,135,103,253,11.5
M,137,106,312,12.5
M,143,104,320,13.5
M,147,111,466.6,13.5
I,35,25,5.6,5.5
I,74,57,45.2,9.5
I,79,60,57.1,6.5
I,84,65,65,8.5
I,91,74,102.8,9.5
I,99,75,115.1,9.5
F,102,75,116.1,8.5
M,103,78,135.6,9.5
M,109,86,160.7,8.5
F,111,81,182.6,10.5
M,116,90,173.5,10.5
F,118,93,208.5,11.5
M,120,92,228,11.5
F,122,98,269.5,12.5
M,123,95,214.7,12.5
M,123,95,286.7,10.5
M,123,99,260.8,15.5
M,124,92,190.1,10.5
M,126,103,277,12.5
F,128,100,224,13.5
F,128,100,252.9,10.5
F,131,91,255,9.5
M,131,101,254,11.5
M,132,106,316.6,11.5
F,133,100,287.1,10.5
F,134,105,284,11.5
M,138,106,319.1,11.5
M,143,105,378,11.5
F,147,113,407.4,14.5
I,54,41,16.8,7.5
I,57,45,20.1,8.5
I,59,44,25.7,6.5
I,60,45,26.9,6.5
I,60,44,23.9,6.5
I,72,53,37.9,7.5
I,74,55,51.4,7.5
I,78,58,54.9,9.5
I,87,65,68.4,7.5
I,88,68,68.8,9.5
I,88,64,65.5,9.5
I,89,69,80.7,8.5
I,93,74,81.5,10.5
I,93,71,99.5,9.5
I,94,69,73.7,9.5
I,95,73,83.5,8.5
I,95,67,88.5,10.5
I,95,70,84.5,10.5
I,97,73,85.2,9.5
I,98,78,102.2,10.5
I,103,81,114.6,10.5
I,104,83,127.7,9.5
I,105,81,131.4,11.5
F,105,85,174.7,11.5
I,106,85,156.2,10.5
I,106,84,135.3,10.5
M,106,82,153.8,10.5
I,106,79,124.7,12.5
M,107,81,146.3,8.5
I,107,90,161.5,11.5
M,109,82,147.4,10.5
F,109,82,130.8,11.5
I,110,83,158.3,11.5
I,110,90,150.6,9.5
I,110,80,143.4,10.5
I,111,86,156.6,10.5
I,115,90,174.4,10.5
I,115,88,196.6,9.5
F,117,84,206.8,12.5
F,117,93,197.1,11.5
I,117,92,152.7,10.5
M,118,93,197.9,9.5
I,119,94,187.3,11.5
F,119,88,192.8,11.5
F,119,92,209.1,11.5
F,119,90,216.2,13.5
M,120,94,202.4,11.5
F,120,100,224.4,11.5
M,121,98,224.9,12.5
F,121,98,226.9,11.5
M,122,90,216.1,11.5
F,122,99,216.7,10.5
M,123,94,248.4,12.5
M,124,100,278.3,12.5
M,124,105,217,11.5
I,124,94,193.2,12.5
M,124,96,217.1,11.5
F,125,97,260.5,15.5
I,125,97,230,12.5
I,126,98,243.4,12.5
F,126,101,261.2,10.5
M,128,100,254.6,14.5
M,129,102,297.3,13.5
M,130,104,273.1,12.5
M,130,99,255.2,12.5
M,130,99,241.5,11.5
F,130,104,256.2,11.5
M,130,105,285.5,14.5
M,130,102,231,13.5
F,130,102,270,11.5
M,130,105,273.7,12.5
F,132,106,286.2,11.5
M,132,102,252.2,11.5
F,133,108,352.8,12.5
F,134,102,255.6,12.5
M,134,108,243.4,12.5
F,134,108,292,10.5
F,135,107,311.5,12.5
M,135,102,305.4,12.5
F,135,106,299.7,10.5
M,137,110,377,11.5
M,137,107,286.4,12.5
M,141,110,287.7,12.5
F,141,106,312.8,11.5
M,142,111,428,12.5
F,145,112,358.4,12.5
M,156,120,509.6,12.5
I,47,26,31.7,6.5
I,70,50,80.3,8.5
I,72,50,93,8.5
I,76,56,57.7,8.5
F,76,64,129.5,8.5
M,86,62,129.7,10.5
I,93,72,90.4,10.5
I,94,71,98.3,10.5
F,97,73,182.9,8.5
M,99,75,195.2,10.5
I,100,79,157.3,9.5
M,101,80,155,8.5
I,102,75,168.3,11.5
M,102,76,136.2,10.5
M,103,74,122.9,10.5
F,110,83,233.1,10.5
F,115,84,352.8,11.5
M,121,91,224.3,11.5
M,123,101,233.4,11.5
M,123,95,207.5,10.5
M,125,96,244.6,11.5
M,125,94,224.8,10.5
F,127,101,252.7,10.5
F,130,105,247.6,10.5
F,130,100,280.9,12.5
F,134,105,274,13.5
F,139,105,363.7,14.5
F,141,111,350.5,13.5
I,55,41,20.2,6.5
I,57,41,21.2,6.5
I,72,53,37.3,8.5
I,77,58,51.5,7.5
I,80,63,64.5,7.5
I,86,66,64,8.5
I,87,75,83.1,9.5
I,90,67,78.7,8.5
I,95,71,95.5,9.5
I,95,72,90.4,9.5
I,97,74,101.3,9.5
I,102,79,110.5,9.5
I,103,78,113,10.5
I,104,82,139.8,11.5
I,105,80,121.1,10.5
M,106,85,158.1,10.5
M,106,85,140.4,10.5
M,106,84,135,11.5
I,106,79,95,9.5
I,106,82,122.4,12.5
I,107,80,141,11.5
I,107,90,145.6,10.5
F,111,88,169.2,11.5
M,111,92,172,11.5
M,112,93,177.5,10.5
F,112,86,179.6,10.5
I,113,86,130.9,10.5
I,115,90,159,11.5
M,115,93,210.7,10.5
F,115,92,185.4,10.5
I,116,84,140.2,10.5
M,116,90,165.5,9.5
F,117,84,196.9,14.5
M,117,94,191.3,10.5
I,118,90,172,10.5
M,119,96,235.7,11.5
M,123,96,244.1,11.5
M,123,91,193.7,11.5
F,124,100,221.4,12.5
I,124,96,226.1,13.5
M,124,96,251.1,12.5
M,125,99,235.4,10.5
M,125,100,248.5,11.5
M,126,98,218,13.5
F,126,95,214.4,9.5
F,129,102,225.8,11.5
F,130,101,241.5,11.5
F,130,99,245.4,12.5
F,131,104,294.4,14.5
F,133,105,315.7,15.5
M,134,104,295.1,11.5
M,135,108,310.9,13.5
F,135,108,318.6,12.5
M,139,116,379.9,14.5
F,139,107,272.2,11.5
F,141,112,291.5,12.5
M,148,116,476.2,13.5
I,41,31,9.9,4.5
I,61,46,29.1,7.5
I,64,46,25.8,8.5
I,71,54,45.1,8.5
M,85,61,71.8,10.5
I,85,62,70.1,9.5
F,90,73,117.7,9.5
M,103,77,124.6,11.5
F,104,75,107.5,9.5
I,105,80,113.1,9.5
M,111,89,172.5,10.5
F,122,98,227.4,13.5
I,70,52,44.2,9.5
I,76,55,48.5,7.5
I,92,68,77.2,9.5
M,93,71,106.3,9.5
M,95,77,112.4,9.5
M,113,89,167.2,10.5
M,114,90,185.5,9.5
M,114,88,176.3,11.5
M,119,92,206,11.5
F,121,96,233.7,10.5
F,123,91,211.8,10.5
M,124,92,225.4,8.5
M,125,94,233.3,12.5
F,136,104,308.2,11.5
M,136,108,356.5,12.5
M,136,104,308.6,12.5
F,142,111,294,13.5
M,100,77,126.7,15.5
F,109,84,150.8,11.5
F,92,73,89.7,15.5
M,107,82,162.1,12.5
M,67,52,44,7.5
F,85,70,88.5,8.5
M,82,65,71.1,10.5
I,34,21,6.8,5.5
I,67,50,37,9.5
M,104,85,158,9.5
F,106,82,165.1,10.5
M,100,84,124,12.5
F,123,95,190.5,10.5
M,115,90,191,17.5
M,114,90,182,15.5
M,91,70,83.2,12.5
I,74,55,40.9,7.5
M,89,74,103,10.5
F,135,107,320.8,15.5
M,77,60,68.7,7.5
F,75,59,60.1,8.5
M,112,88,165.1,11.5
M,110,82,157,13.5
F,114,93,193.7,10.5
F,97,80,146.2,12.5
M,82,67,88.1,9.5
I,67,51,35.7,10.5
M,131,103,274.6,17.5
F,113,90,195.3,13.5
F,114,88,203.6,10.5
F,110,93,216.4,15.5
F,126,95,284.6,15.5
M,95,74,131,11.5
F,131,100,283.1,19.5
I,64,47,27.7,6.5
M,105,79,156.4,20.5
F,105,86,143.4,11.5
F,100,78,127.1,16.5
F,88,68,79.5,9.5
F,98,77,131.2,10.5
M,109,88,148.8,16.5
F,90,72,89.4,13.5
F,103,80,115.6,10.5
I,66,50,28.1,6.5
F,105,82,141.6,13.5
M,59,45,27.7,10.5
M,109,90,172.3,17.5
F,129,100,325.2,16.5
M,90,71,95.6,11.5
F,122,98,235.5,16.5
I,76,60,57.2,8.5
F,113,91,211.6,11.5
F,134,109,308.3,16.5
M,108,85,163.4,11.5
I,58,45,30.4,10.5
I,82,66,67,8.5
F,92,75,98.3,8.5
F,112,88,194.1,10.5
F,115,90,186.3,13.5
M,124,100,244.2,13.5
M,103,80,147.3,17.5
F,112,92,194,13.5
F,100,80,161.7,14.5
I,87,71,81.5,10.5
M,99,76,125.9,13.5
F,119,100,210.6,14.5
M,152,115,365.8,15.5
F,123,100,235.3,18.5
F,113,92,175.3,11.5
I,28,21,2.9,5.5
M,89,69,95.2,16.5
F,105,86,162.6,13.5
I,32,24,3.6,5.5
M,127,96,212.8,17.5
M,115,94,170.6,17.5
M,76,54,43.8,7.5
M,49,36,12.7,5.5
I,96,78,125.5,14.5
I,91,73,88.2,10.5
F,91,75,91.6,11.5
M,91,71,94.9,14.5
I,71,54,43.2,11.5
I,104,81,135.3,16.5
I,108,80,151.4,12.5
I,104,78,146.5,20.5
I,112,89,205.7,12.5
F,104,82,142.4,11.5
I,123,92,213.2,14.5
F,129,98,261.3,19.5
I,113,86,170.9,12.5
M,59,46,25,9.5
M,75,56,44.5,11.5
I,105,80,139.1,11.5
M,79,56,53.2,13.5
F,100,80,142.1,21.5
F,94,70,97.4,9.5
I,116,84,145.6,15.5
I,100,76,133.5,13.5
I,145,110,409.9,11.5
F,130,103,299.6,17.5
F,134,107,319.4,22.5
I,110,88,172.1,18.5
F,98,74,108.2,12.5
I,47,36,11.6,7.5
I,47,35,12.9,6.5
M,104,82,154,12.5
F,95,80,108.2,14.5
M,106,85,147.8,14.5
F,70,55,41,11.5
M,111,84,173.9,15.5
M,101,78,131.1,12.5
F,108,88,218.1,16.5
F,105,80,125.9,12.5
M,110,90,219.7,15.5
M,110,88,198.2,21.5
I,47,35,12.3,7.5
M,105,82,160.1,14.5
M,95,73,123.5,17.5
F,106,80,154.4,13.5
F,105,83,143.1,14.5
F,106,85,143.4,14.5
F,93,78,127.1,14.5
I,63,47,36,6.5
I,93,71,116.1,9.5
M,97,77,111.2,8.5
I,98,77,118.2,10.5
F,103,79,137.2,13.5
F,111,88,203.2,11.5
F,122,100,287.6,10.5
F,136,110,361.4,12.5
M,138,110,355.4,12.5
M,139,110,434.6,11.5
F,144,115,430.1,11.5
I,54,41,23.6,5.5
I,54,38,19.8,6.5
I,59,44,27.3,7.5
I,59,44,25.9,7.5
I,63,46,32.8,7.5
I,75,58,57.5,7.5
I,76,60,55.4,7.5
I,77,57,49.6,7.5
I,80,59,50.4,7.5
M,83,63,80.3,9.5
I,83,66,78.1,8.5
I,84,64,81.8,9.5
I,88,66,81.9,7.5
I,90,70,98.8,8.5
I,95,70,98.1,8.5
M,97,78,119.8,9.5
M,99,75,124.9,7.5
F,105,82,154.9,8.5
M,113,91,195.9,9.5
I,116,87,178.3,7.5
F,117,90,174.8,7.5
M,120,93,252.4,11.5
M,126,96,242,12.5
F,129,105,274,11.5
F,131,109,351.8,12.5
M,133,103,277.1,9.5
F,134,104,361.3,12.5
M,134,102,318.9,11.5
M,137,102,290.9,10.5
M,140,120,400.6,11.5
M,144,120,447.7,13.5
I,37,27,6.4,5.5
I,49,35,15.7,6.5
I,63,46,26.8,7.5
I,72,54,41.5,7.5
I,75,56,44.7,7.5
I,83,62,68,7.5
I,91,70,107.3,8.5
I,96,70,127,7.5
I,97,75,112.4,9.5
I,102,78,119.4,9.5
M,104,79,116.3,11.5
F,111,86,150.9,10.5
M,117,93,196,10.5
F,117,92,200.7,12.5
M,117,91,226.6,13.5
M,122,98,229.2,9.5
M,122,95,228.4,10.5
M,123,106,224,10.5
F,124,93,202.2,9.5
M,125,101,226.2,9.5
M,125,96,213,11.5
M,127,96,236.2,11.5
F,128,105,276.4,10.5
M,132,101,287.7,12.5
M,132,97,245.5,9.5
M,132,103,288.3,11.5
F,136,110,294.6,12.5
F,138,116,331.6,11.5
M,144,109,349.5,12.5
I,55,40,19.2,7.5
I,66,49,28.9,7.5
I,66,52,39.3,8.5
I,73,56,39.2,8.5
I,73,54,43.1,7.5
I,84,62,56.1,9.5
I,87,67,66.8,8.5
I,87,65,73.2,8.5
I,88,65,99.3,9.5
I,97,73,130.2,9.5
I,99,77,102.5,11.5
M,102,81,138.5,8.5
I,104,82,119.9,12.5
I,108,84,148,9.5
I,108,83,140.4,11.5
I,110,89,134.4,12.5
I,112,88,162.2,12.5
F,115,90,191.7,13.5
I,115,90,171.6,11.5
F,115,92,191.5,11.5
F,116,92,185.2,9.5
F,116,85,174.6,11.5
M,118,90,199.6,10.5
M,120,92,133.1,12.5
M,124,97,200.6,12.5
F,125,99,246.8,14.5
M,125,99,205,10.5
M,125,99,258.7,10.5
M,125,100,211.3,11.5
M,125,94,357.1,14.5
F,125,97,245.1,11.5
F,127,100,251.3,11.5
F,129,100,231.8,10.5
M,129,102,280.6,12.5
F,138,107,365.2,12.5
F,139,112,354.3,11.5
M,103,78,122.5,9.5
I,109,81,131.6,9.5
M,124,93,182.2,11.5
M,126,98,239.1,10.5
F,126,103,267.2,12.5
F,128,98,272,10.5
I,74,55,46.5,7.5
I,79,62,63.4,8.5
I,80,60,63.6,7.5
I,82,61,52.9,8.5
I,91,67,81.1,9.5
I,96,67,104.8,8.5
I,97,75,92.8,9.5
I,100,72,87.8,9.5
I,103,79,116.1,10.5
I,104,80,124.4,9.5
M,109,90,156.1,9.5
I,109,86,154.4,9.5
I,110,87,148.2,10.5
M,110,86,165.3,11.5
M,110,77,145.5,9.5
I,111,86,140.1,9.5
M,112,90,187.1,12.5
I,113,93,236.3,10.5
M,114,89,202.9,11.5
F,115,96,220,11.5
M,117,102,243.6,12.5
M,118,90,174.8,9.5
I,119,95,196.8,11.5
M,120,94,202.1,10.5
M,122,73,215.3,10.5
M,123,95,267.4,12.5
M,125,100,274.1,13.5
F,125,98,340.3,12.5
M,126,97,248.7,12.5
M,126,106,282.7,14.5
F,127,97,214.6,12.5
F,127,100,295.4,13.5
M,127,100,258.3,10.5
F,130,99,262.1,10.5
M,134,105,298.3,10.5
F,135,104,298.8,10.5
F,135,102,239.3,12.5
M,136,109,334.4,12.5
M,140,109,382.5,11.5
F,142,109,381.4,12.5
F,143,113,358,10.5
F,144,118,349.9,12.5
I,84,61,68.3,8.5
I,96,70,103.8,8.5
M,96,73,106.1,9.5
M,102,82,256.5,10.5
I,103,80,143.3,9.5
F,112,84,332.9,10.5
I,112,84,167.4,9.5
F,114,90,192.9,10.5
F,121,93,220,11.5
M,125,96,248.3,10.5
F,128,101,263.7,10.5
M,130,105,269.1,10.5
I,60,43,23.7,5.5
M,70,53,39.4,8.5
I,91,70,94.5,10.5
I,92,73,89.9,9.5
I,98,75,111.4,9.5
I,100,77,103.2,9.5
I,108,83,141.8,10.5
M,110,84,147.7,12.5
I,110,89,158.7,11.5
M,111,87,184.1,9.5
I,114,85,153.1,11.5
M,116,90,164.8,11.5
I,116,85,166,12.5
I,117,94,197,11.5
M,117,90,199.4,12.5
F,119,91,182.8,10.5
F,120,100,226,12.5
F,123,99,216.1,10.5
M,126,101,221,12.5
M,126,98,245.8,12.5
F,127,99,247.1,11.5
F,129,107,247.9,11.5
F,130,101,271.4,12.5
M,131,105,280.4,14.5
F,131,100,271.8,14.5
M,134,107,333.8,12.5
M,134,105,348.1,12.5
M,139,106,302,11.5
M,139,110,332.9,12.5
M,154,121,410.1,12.5
I,56,43,24.8,7.5
I,66,46,28,8.5
I,70,50,33.9,7.5
I,74,56,43.6,8.5
I,86,63,76.8,9.5
I,87,66,78.6,7.5
I,88,70,76.1,7.5
M,95,74,97.9,9.5
M,95,72,102.7,9.5
I,96,71,89.9,9.5
F,112,88,160.5,10.5
F,117,95,210.6,12.5
F,117,91,198.9,12.5
M,77,51,63.5,9.5
I,78,62,68.8,8.5
I,78,58,56.9,8.5
I,81,60,60.7,8.5
I,95,73,99.8,11.5
M,100,76,115.4,10.5
F,103,80,123,9.5
M,104,77,158.2,11.5
M,110,86,167.9,11.5
M,112,86,173.5,9.5
F,113,90,177.4,12.5
M,118,88,193.2,11.5
M,120,95,235.2,10.5
F,125,97,218.9,11.5
M,142,111,389.7,13.5
